rmd_path,fig_id,fig_src,fig_url,ext,fig_path
04-plate-tectonics.Rmd,figure-4-16,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0271.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0271.png,png,figures/04-plate-tectonics/figure-4-16.png
04-plate-tectonics.Rmd,figure-4-17,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0291.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0291.png,png,figures/04-plate-tectonics/figure-4-17.png
04-plate-tectonics.Rmd,figure-4-18,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0312.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0312.png,png,figures/04-plate-tectonics/figure-4-18.png
04-plate-tectonics.Rmd,figure-4-19,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image035.jpg,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image035.jpg,jpg,figures/04-plate-tectonics/figure-4-19.jpg
04-plate-tectonics.Rmd,figure-4-20,https://openpress.usask.ca/app/uploads/sites/29/2018/08/tranforms-2-1024x401.png,https://openpress.usask.ca/app/uploads/sites/29/2018/08/tranforms-2-1024x401.png,png,figures/04-plate-tectonics/figure-4-20.png
04-plate-tectonics.Rmd,figure-4-21,https://openpress.usask.ca/app/uploads/sites/29/2017/05/Transform-model-1024x405-1024x405.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/Transform-model-1024x405-1024x405.png,png,figures/04-plate-tectonics/figure-4-21.png
04-plate-tectonics.Rmd,figure-4-22,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0411.jpg,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0411.jpg,jpg,figures/04-plate-tectonics/figure-4-22.jpg
04-plate-tectonics.Rmd,figure-4-23,https://openpress.usask.ca/app/uploads/sites/29/2017/05/Plate_tectonics_map.gif,https://openpress.usask.ca/app/uploads/sites/29/2017/05/Plate_tectonics_map.gif,gif,figures/04-plate-tectonics/figure-4-23.gif
04-plate-tectonics.Rmd,figure-4-24,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image045_2.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image045_2.png,png,figures/04-plate-tectonics/figure-4-24.png
04-plate-tectonics.Rmd,figure-4-25,https://openpress.usask.ca/app/uploads/sites/29/2017/05/divergent-boundary-processes.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/divergent-boundary-processes.png,png,figures/04-plate-tectonics/figure-4-25.png
04-plate-tectonics.Rmd,figure-4-26,https://openpress.usask.ca/app/uploads/sites/29/2017/05/rift-formation-e1439319064564.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/rift-formation-e1439319064564.png,png,figures/04-plate-tectonics/figure-4-26.png
04-plate-tectonics.Rmd,figure-4-27,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0551.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0551.png,png,figures/04-plate-tectonics/figure-4-27.png
04-plate-tectonics.Rmd,figure-4-28,https://openpress.usask.ca/app/uploads/sites/29/2018/08/ocean-continent.png,https://openpress.usask.ca/app/uploads/sites/29/2018/08/ocean-continent.png,png,figures/04-plate-tectonics/figure-4-28.png
04-plate-tectonics.Rmd,figure-4-29,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0591.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image0591.png,png,figures/04-plate-tectonics/figure-4-29.png
04-plate-tectonics.Rmd,figure-4-30,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image061.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image061.png,png,figures/04-plate-tectonics/figure-4-30.png
04-plate-tectonics.Rmd,figure-4-31,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image063.jpg,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image063.jpg,jpg,figures/04-plate-tectonics/figure-4-31.jpg
04-plate-tectonics.Rmd,figure-4-32,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image065.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/image065.png,png,figures/04-plate-tectonics/figure-4-32.png
04-plate-tectonics.Rmd,figure-4-33,https://openpress.usask.ca/app/uploads/sites/29/2017/05/Pangea-breakup-507x1024-507x1024.png,https://openpress.usask.ca/app/uploads/sites/29/2017/05/Pangea-breakup-507x1024-507x1024.png,png,figures/04-plate-tectonics/figure-4-33.png
